Card Concept,Card Element/Type/Slot,Name,Supertype,Type,Subtype,Element,Cost,Dedication,Text,Strength,Defense,Mana,Territory Defense,Flavor Text,Element ID,Card Number,Rarity,Deckbuilding Points,@dedication_image,@rarity_icon,@frame,Card ID,Art ID,@card_image,Set,Subset,@set_symbol,Copyright Text,Landscape Name,Supertype,Type,Subtype,Landscape Text,Landscape Flavor Text,@Landscape_Dedication,Landscape Mana,Landscape Defense,@rarity_icon_landscape,@image_landscape,Landscape Copyright Text,Ben's Rating,Dan's Rating
Counter target hex or charm,Uncommon Air Spell,Shifting Words,Tactical,Spell,Negation,Air,2,1,Counter target charm spell order.,,,,,§§^Suddenly the taskmage couldn't recall which up was way.^,A,49,Uncommon,1,dedication_Air_1.png,Uncommon.png,frame_tactical_Spell_Air.psd,A49,28,028-Prime-Air.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - A49",,,,,,,,,,,,,,
hex - This unit cannot move.,Uncommon Air Spell,Word of Binding,Charm,Spell,Hex,Air,2,2,Charm target unit. Charmed unit cannot move.,,,,,"§§^When the heretics began to flee, Severyn Farr worked with his taskmages to devise a reason to make them stay.^",A,50,Uncommon,1,dedication_Air_2.png,Uncommon.png,frame_Spell_Air.psd,A50,13,013-Prime-Air.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - A50",,,,,,,,,,,,,,
"Hex - if this unit is attacked, it's controller sacrifices it.",Uncommon Air Spell,Somniform,Charm,Spell,Hex,Air,4,1,"Charm target unit. If charmed unit is attacked, it's controller sacrifices it.",,,,,§§^From flesh and bone to dust and dream.^,A,51,Uncommon,1,dedication_Air_1.png,Uncommon.png,frame_Spell_Air.psd,A51,11,011-Prime-Air.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - A51",,,,,,,,,,,,,,
Move target hex or charm from one target unit to another target unit.,Uncommon Air Spell,Aura Modification,Tactical,Spell,Alteration,Air,3,2,Move target hex or charm from one unit to another unit that hex or charm could target.,,,,,,A,52,Uncommon,1,dedication_Air_2.png,Uncommon.png,frame_tactical_Spell_Air.psd,A52,14,014-Prime-Air.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - A52",,,,,,,,,,,,,,
"charm - when this unit dies, put a copy of it into play attacking the unit that killed it.",Rare Air Spell,Sandbond the Soul,Charm,Spell,Enchantment,Air,4,2,"Charm target unit you control. If charmed unit dies in a battle, put a token copy of it into play in the same space attacking the unit that killed it.",,,,,§§^The Blessed of Ix never die. They are reborn more fierce than before.^,A,53,Rare,2,dedication_Air_2.png,Rare.png,frame_Spell_Air.psd,A53,32,032-Prime-Air.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - A53",,,,,,,,,,,,,,
"Target attacking unit gets Strength +2. If it loses the battle, it's controller sacrifices it.",Rare Air Spell,Desperate Lunge,Tactical,Spell,Enchantment,Air,2,2,"Target attacking unit gets %Strength +2%. If it loses the battle, it's controller sacrifices it.",,,,,,A,54,Rare,2,dedication_Air_2.png,Rare.png,frame_tactical_Spell_Air.psd,A54,21,021-Prime-Air.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - A54",,,,,,,,,,,,,,
"Each player reveals the top card of their deck. If your card costs more than each other player's, take an extra turn after this turn. Otherwise, each opponent who revealed the card with the greatest mana cost takes an extra turn after this turn.",Rare Air Spell,Search for Tomorrow,Strategic,Spell,Illusion,Air,2,1,"Shuffle your deck, then each player reveals the top card of their deck. If your revealed card costs more than each other players', take an extra turn after this one. Otherwise, each opponent who revealed the card with the greatest mana cost amongst your opponents takes an extra turn after this turn.",,,,,§§^Those who have competing visions rarely see eye to eye.^,A,55,Rare,2,dedication_Air_1.png,Rare.png,frame_Spell_Air.psd,A55,19,019-Prime-Air.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - A55",,,,,,,,,,,,,,
"Until the end of the turn, each unit you control is an illusion, has flying, gains. +2/+2 and has ""if this unit becomes the target of a spell or ability, sacrifice it""",Rare Air Spell,Mass Mirage,Strategic,Spell,Illusion,Air,X+1,1,"Banish X target units owned by each player. Each player puts a 4/4 Illusion token with %Flying% and ""Whenever you play a unit, sacrifice an Illusion token or sacrifice this"" into play where each targeted unit is. Then, each player puts each unit card banished this way that they own on top of their decks in any order.",,,,,,A,56,Rare,2,dedication_Air_1.png,Rare.png,frame_Spell_Air.psd,A56,9,009-Prime-Air.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - A56",,,,,,,,,,,,,,
Desert,Common Air Territory,Desert,Basic,Territory,Desert,Air,,1,"^Desert adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Air.^",,,~1,2,,A,57,Common,0,dedication_Air_1.png,Common.png,frame_Territory_Air_Basic.psd,A57,7,007-Prime-Air.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - A57",Desert,Basic,Territory,Desert,"^Desert adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Air.^",,dedication_Air_1.png,~1,2,Common.png,desert_air.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - A57",,
Desert,Common Air Territory,Desert,Basic,Territory,Desert,Air,,1,"^Desert adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Air.^",,,~1,2,,A,58,Common,0,dedication_Air_1.png,Common.png,frame_Territory_Air_Basic.psd,A58,16,016-Prime-Air.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - A58",Desert,Basic,Territory,Desert,"^Desert adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Air.^",,dedication_Air_1.png,~1,2,Common.png,desert_air.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - A58",,
Desert,Common Air Territory,Desert,Basic,Territory,Desert,Air,,1,"^Desert adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Air.^",,,~1,2,,A,59,Common,0,dedication_Air_1.png,Common.png,frame_Territory_Air_Basic.psd,A59,22,022-Prime-Air.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - A59",Desert,Basic,Territory,Desert,"^Desert adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Air.^",,dedication_Air_1.png,~1,2,Common.png,desert_air.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - A59",,
Desert,Common Air Territory,Desert,Basic,Territory,Desert,Air,,1,"^Desert adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Air.^",,,~1,2,,A,60,Common,0,dedication_Air_1.png,Common.png,frame_Territory_Air_Basic.psd,A60,27,027-Prime-Air.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - A60",Desert,Basic,Territory,Desert,"^Desert adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Air.^",,dedication_Air_1.png,~1,2,Common.png,desert_air.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - A60",,
"Cycle- if charmed, gets a bonus",Common Fire Unit,Anarak Brawler,,Unit,Human Warrior,Fire,1,1,"If Anarak Brawler is charmed, it gets +1/+1 and gains %Aggressive% ^(it may move or attack the turn it comes under your control)^.",1,1,,,,F,61,Common,0,dedication_Fire_1.png,Common.png,frame_Unit_Fire.psd,F61,13,013-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F61",,,,,,,,,,,,,,
"When this unit wins an attack or dies, you may deal 2d6 damage to target adjacent unit.",Common Fire Unit,Anarak Flamespeaker,,Unit,Human Cleric,Fire,2,2,"%Persecuted% Ñ When Anarak Flamespeaker wins an attack or dies, you may deal 2{d6} damage to target adjacent unit.",2,1,,,,F,62,Common,0,dedication_Fire_2.png,Common.png,frame_Unit_Fire.psd,F62,26,026-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F62",,,,,,,,,,,,,,
"When this unit enters the battlefield or wins an attack, target unit gets aggressive until EOT (Speaker)",Common Fire Unit,Speaker of War,,Unit,Human Cleric,Fire,4,2,"%Hallowed% Ñ When you summon Speaker of War or he wins an attack, target unit you control gains %Aggressive% until the end of the turn ^(units with Aggressive can move or attack the turn they come into play)^.",2,2,,,,F,63,Common,0,dedication_Fire_2.png,Common.png,frame_Unit_Fire.psd,F63,43,043-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F63",,,,,,,,,,,,,,
"When this unit kills another unit, banish that unit instead of putting it into its owner's discard.",Common Fire Unit,Pureflame Paladin,,Unit,Human Knight,Fire,5,2,"When Pureflame Paladin kills another unit, banish that unit instead of putting it into its owner's discard.",4,2,,,,F,64,Common,0,dedication_Fire_2.png,Common.png,frame_Unit_Fire.psd,F64,43,043-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F64",,,,,,,,,,,,,,
Pay mana to give this unit damage +2,Common Fire Unit,Sharpstone Ogre,,Unit,Ogre Warrior,Fire,6,1,Pay {3}: Sharpstone Ogre gets %Damage +2% until the end of the turn ^(add +2 to this unit's attack rolls)^.,4,3,,,,F,65,Common,0,dedication_Fire_1.png,Common.png,frame_Unit_Fire.psd,F65,43,043-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F65",,,,,,,,,,,,,,
"Flying unit, gets Strength +1 fighting non flying units. Gets defense -1 fighting flying units.",Common Fire Unit,Firebomb Airwing,,Unit,Human Soldier,Fire,5,2,"%Flying% ^(This unit can move into and out of spaces occupied by enemy units.)^§§Firebomb Airwing gets %Strength +1% when fighting enemy units without Flying, and gets %Defense -1% when fighting units with Flying.",3,3,,,,F,66,Common,0,dedication_Fire_2.png,Common.png,frame_Unit_Fire.psd,F66,43,043-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F66",,,,,,,,,,,,,,
"When this unit wins an attack or dies, you may play target destruction spell in your discard for its mana cost. If you do, banish that spell.",Uncommon Fire Unit,Crypt Charger,,Unit,Human Mage,Fire,6,2,"%Persecuted% Ñ When Crypt Charger wins an attack or dies, you may play target Destruction spell card in your discard for its mana cost. If you do, banish that spell as it resolves. ^(If there is an X in that spell's cost, you may pay any amount of mana as you play it.)^",2,2,,,,F,67,Uncommon,1,dedication_Fire_2.png,Uncommon.png,frame_Unit_Fire.psd,F67,43,043-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F67",,,,,,,,,,,,,,
Rescue unit that makes an attack on the opponent's attacking unit when it comes into play.,Uncommon Fire Unit,Fullblaze Knight,,Unit,Human Knight,Fire,5,1,"%Rescue% {7}{F} ^(Put this unit into play in the same space as a unit you control that is being attacked, and assign the attacking unit to this. Play this ability only if you control a Fire unit.)^§§When you summon Fullblaze Knight, if you played its Rescue cost, it deals 3{d6} to target enemy unit in the same space it is in.",3,1,,,,F,68,Uncommon,1,dedication_Fire_1.png,Uncommon.png,frame_Unit_Fire.psd,F68,43,043-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F68",,,,,,,,,,,,,,
Gravebond - deal 1d6 damage to target unit whenever a card leaves a discard pile.,Uncommon Fire Unit,Forgetender,,Unit,Human Warrior,Fire,4,1,"%Gravebond% Ñ Whenever a card leaves your discard pile, you may pay {2}. If you do, Forgetender deals 1{d6} damage to target unit.",1,2,,,,F,69,Uncommon,1,dedication_Fire_1.png,Uncommon.png,frame_Unit_Fire.psd,F69,14,014-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F69",,,,,,,,,,,,,,
"Damage +3, when this unit cip or wins an attack, deal 1d6 to target adjacent enemy unit (Confessor)",Uncommon Fire Unit,Skarsdan Confessor,,Unit,Human Cleric,Fire,3,2,"%Damage +3% ^(Add +3 to this unit's attack rolls.)^§§%Hallowed% Ñ When you summon Skarsdan Confessor or she wins an attack, you may deal 1{d6} damage to target adjacent enemy unit.",2,1,,,"§§^He preaches on high about hellfire and brimstone, and provides samples for the unbelievers.^",F,70,Uncommon,1,dedication_Fire_2.png,Uncommon.png,frame_Unit_Fire.psd,F70,11,011-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F70",,,,,,,,,,,,,,
Has damage +1 for each wasteland you control.,Rare Fire Unit,"Hedrigg, Embodiment of Viciousness",Legendary,Unit,Ogre Warrior,Fire,5,3,"Hedrigg, Embodiment of Viciousness has %Damage +X%, where X is equal to the number of Wastelands you control ^(add +X to this unit's attack rolls)^.",5,4,,,"§§^Ix chose Hedrigg specifically, to demonstrate to the other Holders the raw truth of the Third Tennet.^",F,71,Rare,2,dedication_Fire_3.png,Rare.png,frame_Unit_Fire.psd,F71,53,053-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F71",,,,,,,,,,,,,,
"When this unit wins an attack or dies, each player sacrifices a territory with the same name as the territory this unit is on.",Rare Fire Unit,Terra Crusher,,Unit,Elemental,Fire,7,2,"%Persecuted% Ð When Terra Crusher wins an attack or dies, each player sacrifices a territory with the same name as the territory it won or died on. ^(Territories are still conquered even if they leave the battlefield.)^",6,4,,,,F,72,Rare,2,dedication_Fire_2.png,Rare.png,frame_Unit_Fire.psd,F72,39,039-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F72",,,,,,,,,,,,,,
"Valkyrie - Whenever an adjacent unit comes into play or wins an attack, draw a card if you have conquered more territories than an opponent.",Rare Fire Unit,Pureflame Valkyrie,,Unit,Valkyrie Warrior,Fire,4,2,"%Flying%§§%Hallowed% Ñ When you summon Pureflame Valkyrie or she wins an attack, draw a card if you have conquered more territories than an opponent.",4,4,,,,F,73,Rare,2,dedication_Fire_2.png,Rare.png,frame_Unit_Fire.psd,F73,18,018-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F73",,,,,,,,,,,,,,
charm - unit gains fire breathing,Common Fire Spell,Firebreathing,Charm,Spell,Alteration,Fire,1,1,Charm target Fire unit.§§Pay {1}: Charmed unit gets %Strength +1% until the end of the turn.,,,,,,F,74,Common,0,dedication_Fire_1.png,Common.png,frame_Spell_Fire.psd,F74,27,027-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F74",,,,,,,,,,,,,,
"Banish target unit in a discard, deal. 1d6 damage to target unit.",Common Fire Spell,Charnel Flare,Tactical,Spell,Destruction,Fire,1,1,"As an additional cost to play Charnel Flare, banish a unit in your discard.§§Deal 2{d6} damage to target unit.",,,,,,F,75,Common,0,dedication_Fire_1.png,Common.png,frame_tactical_Spell_Fire.psd,F75,17,017-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F75",,,,,,,,,,,,,,
"target unit gets damage +X, where X is its strength",Common Fire Spell,Cruelty Within,Strategic,Spell,Alteration,Fire,2,2,"Target unit gets %Damage +X% until the end of the turn, where X is equal to its Strength ^(add +X to that unit's attack rolls this turn)^.",,,,,,F,76,Common,0,dedication_Fire_2.png,Common.png,frame_Spell_Fire.psd,F76,30,030-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F76",,,,,,,,,,,,,,
"Ordeal by Fire - deal 2d6 damage to target unit. If that unit is a shadow unit, deal 4d6 damage to it instead.",Common Fire Spell,Ordeal by Fire,Strategic,Spell,Destruction,Fire,2,1,"Deal 2{d6} damage to target unit. If that unit is a Shadow unit, deal 4{d6} damage to it instead.",,,,,,F,77,Common,0,dedication_Fire_1.png,Common.png,frame_Spell_Fire.psd,F77,16,016-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F77",,,,,,,,,,,,,,
Draw 2 cards. Play this ability only if you conquered a territory this turn.,Common Fire Strategy,Fueled by Victory,Strategic,Spell,Divination,Fire,4,1,Draw 3 cards. Play Fueled by Victory only if you conquered a territory this turn.,,,,,,F,78,Common,0,dedication_Fire_1.png,Common.png,frame_Spell_Fire.psd,F78,6,006-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F78",,,,,,,,,,,,,,
"hex - each time this unit moves, it takes 2d6 damage",Uncommon Fire Spell,Wreathed in Flame,Charm,Spell,Hex,Fire,4,2,"Charm target enemy unit. Each time charmed unit moves, Wreathed in Flame deals 2{d6} damage to it.",,,,,,F,79,Uncommon,1,dedication_Fire_2.png,Uncommon.png,frame_Spell_Fire.psd,F79,10,010-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F79",,,,,,,,,,,,,,
charm - this unit can only be attacked once per turn.,Uncommon Fire Spell,Aura of Heat,Charm,Spell,Alteration,Fire,3,1,Charm target unit. Charmed unit may only be attacked once each turn.,,,,,,F,80,Uncommon,1,dedication_Fire_1.png,Uncommon.png,frame_Spell_Fire.psd,F80,28,028-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F80",,,,,,,,,,,,,,
"Gain control of target enemy unit. It gains aggressive. If that unit is not hexed or charmed, return it to its owner,s control at eot.",Uncommon Fire Spell,Beguiling Lure,Strategic,Spell,Enchantment,Fire,5,1,"Gain control of target enemy unit. Ready it. It gains %Aggressive% until the end of the turn. At the end of the turn, if that unit is not hexed or charmed, its owner gains control of it.",,,,,"§§^The witch motioned toward the giant, and the rune carved into his head glowed as though it was reaching out to her.^",F,81,Uncommon,1,dedication_Fire_1.png,Uncommon.png,frame_Spell_Fire.psd,F81,12,012-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F81",,,,,,,,,,,,,,
"Banish X unit or territory cards from your discard. Deal Xd6 damage to target unit if you removed unit cards in this way, or xd6 damage to target territory if you removed territory cards in this way.",Uncommon Fire Spell,Anarak Cremation,Strategic,Spell,Enchantment,Fire,X+3,3,"As an additional cost to play Anarak Cremation, banish X unit or X territory cards from your discard.§§Deal X{d6} damage to target unit if you banished unit cards in this way, or deal X{d6} damage to target territory if you banished territory cards in this way.",,,,,,F,82,Uncommon,1,dedication_Fire_3.png,Uncommon.png,frame_Spell_Fire.psd,F82,6,006-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F82",,,,,,,,,,,,,,
"Charm - Each time this unit attacks an enemy unit, it deals 1d6 damage to that unit.",Rare Fire Spell,Relentless Barrage,Charm,Spell,Destruction,Fire,1,1,"Charm target unit. Each time charmed unit attacks an enemy unit or territory, Relentless Barrage deals 1d6 damage to target adjacent enemy unit or territory first.",,,,,,F,83,Rare,2,dedication_Fire_1.png,Rare.png,frame_Spell_Fire.psd,F83,24,024-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F83",,,,,,,,,,,,,,
Deal Xd6 damage to each unit and territory in target space. Banish any units or territories killed by this spell.,Rare Fire Spell,Purging Strike,Strategic,Spell,Destruction,Fire,X,1,Deal X{d6} damage to each unit in target space. Banish any units that die in this way.,,,,,,F,84,Rare,2,dedication_Fire_1.png,Rare.png,frame_Spell_Fire.psd,F84,30,030-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F84",,,,,,,,,,,,,,
Counter target unit. Play this spell only if you have fewer cards in your discard than that units owner.,Rare Fire Spell,Instill Cowardice,Tactical,Spell,Negation,Fire,3,2,Counter target attempted unit. Play Instill Cowardice only if you have fewer cards in your discard pile than that unit's owner.,,,,,"§§^The mercenary leader looked out upon his new commander's domain, littered with corpses and wrecked by war. Suddenly, he turned his horse and fled at full speed.^",F,85,Rare,2,dedication_Fire_2.png,Rare.png,frame_tactical_Spell_Fire.psd,F85,7,007-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F85",,,,,,,,,,,,,,
"Deal 3d6 to target unit. If that unit dies, add +X mana to your mana supply, where X is that unit's casting cost.",Rare Fire Spell,Inner Fire,Strategic,Spell,Destruction,Fire,4,2,"Deal 3{d6} damage to target enemy unit. If that unit dies, add X mana to your mana supply, where X is that unit's casting cost.",,,,,"§§^""Fret not, little flame. You will burn again.""§Ñ Ythri, Anarak Cleric^",F,86,Rare,2,dedication_Fire_2.png,Rare.png,frame_Spell_Fire.psd,F86,12,012-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F86",,,,,,,,,,,,,,
Wasteland,Common Fire Territory,Wasteland,Basic,Territory,Wasteland,Fire,,1,"^Wasteland adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Fire.^",,,~1,2,,F,87,Common,0,dedication_Fire_1.png,Common.png,frame_Territory_Fire_Basic.psd,F87,32,032-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F87",Wasteland,Basic,Territory,Wasteland,"^Wasteland adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Fire.^",,dedication_Fire_1.png,~1,2,Common.png,wasteland_fire.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F87",,
Wasteland,Common Fire Territory,Wasteland,Basic,Territory,Wasteland,Fire,,1,"^Wasteland adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Fire.^",,,~1,2,,F,88,Common,0,dedication_Fire_1.png,Common.png,frame_Territory_Fire_Basic.psd,F88,37,037-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F88",Wasteland,Basic,Territory,Wasteland,"^Wasteland adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Fire.^",,dedication_Fire_1.png,~1,2,Common.png,wasteland_fire.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F88",,
Wasteland,Common Fire Territory,Wasteland,Basic,Territory,Wasteland,Fire,,1,"^Wasteland adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Fire.^",,,~1,2,,F,89,Common,0,dedication_Fire_1.png,Common.png,frame_Territory_Fire_Basic.psd,F89,27,027-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F89",Wasteland,Basic,Territory,Wasteland,"^Wasteland adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Fire.^",,dedication_Fire_1.png,~1,2,Common.png,wasteland_fire.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F89",,
Wasteland,Common Fire Territory,Wasteland,Basic,Territory,Wasteland,Fire,,1,"^Wasteland adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Fire.^",,,~1,2,,F,90,Common,0,dedication_Fire_1.png,Common.png,frame_Territory_Fire_Basic.psd,F90,7,007-Prime-Fire.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F90",Wasteland,Basic,Territory,Wasteland,"^Wasteland adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Fire.^",,dedication_Fire_1.png,~1,2,Common.png,wasteland_fire.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - F90",,
"Cycle- if charmed, gets a bonus",Common Water Unit,Crystal Cove Depthmage,,Unit,Human Mage,Water,1,1,"If Crystal Cove Depthmage is charmed, it gets +1/+1 and gains %Counterattack% ^(when this unit is attacked, if it survives the attack, it may attack the unit that attacked it).^",1,1,,,,W,91,Common,0,dedication_Water_1.png,Common.png,frame_Unit_Water.psd,W91,39,039-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W91",,,,,,,,,,,,,,
"When this unit enters the battlefield or wins an attack, draw a card (Speaker).",Common Water Unit,Speaker of the Future,,Unit,Human Cleric,Water,4,2,"%Hallowed% Ñ When you summon Speaker of the Future or he wins an attack, you may draw a card.",1,3,,,,W,92,Common,0,dedication_Water_2.png,Common.png,frame_Unit_Water.psd,W92,14,014-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W92",,,,,,,,,,,,,,
"When this unit wins an attack or dies, target unit gets -2/+2 until the end of the turn.",Common Water Unit,Crystal Cove Sage,,Unit,Human Wizard,Water,6,2,"%Persecuted% Ñ When Crystal Cove Sage wins an attack or dies, you may have target unit get -2/+2 until the end of the turn.",2,4,,,,W,93,Common,0,dedication_Water_2.png,Common.png,frame_Unit_Water.psd,W93,8,008-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W93",,,,,,,,,,,,,,
"Riverbound serpent, whenever you play a hex or charm, target space becomes a river until eot",Common Water Unit,Malawan Thrasher,,Unit,Serpent,Water,5,2,"%Riverbound% ^(This unit can't move unless it is on a River.)^§§Whenever you play a Hex or Charm spell, target territory becomes a River until the end of the turn.",5,5,,,,W,94,Common,0,dedication_Water_2.png,Common.png,frame_Unit_Water.psd,W94,40,040-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W94",,,,,,,,,,,,,,
Crab with guard +4,Common Water Unit,Steelshell Crab,,Unit,Crab,Water,7,3,%Guard +4% ^(Add +4 to this unit's defense rolls.)^,4,6,,,,W,95,Common,0,dedication_Water_3.png,Common.png,frame_Unit_Water.psd,W95,26,026-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W95",,,,,,,,,,,,,,
